Admit,Deposit,Enroll,F,Ethnicity,Region Description,Age,ACT Category Description,College,Major,Convert_GPA_Fix,FIN_AID_INTEREST
FALSE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Commerce,Business Administration,1.753,N
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,19,16-19,Computer Science,UGRD Undeclared CDM,2.522,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,24-27,Science and Health,Biological Sciences,,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,19,24-27,Science and Health,UGRD Undeclared CSH,3.11,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban Northwest,18,16-19,Commerce,Accountancy,3.365,Y
TRUE,TRUE,TRUE,F,White,Chicago Far North,18,28-32,Science and Health,Psychology,4.929,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.907,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Commerce,UGRD Undeclared Business,3.905,Y
TRUE,TRUE,TRUE,F,Not Applicable,Suburban North,18,20-23,Commerce,Accountancy,2.927,Y
FALSE,FALSE,FALSE,F,White,Chicago North,18,20-23,Science and Health,Psychology,3.111,Y
TRUE,TRUE,TRUE,F,White,Suburban West,18,24-27,Commerce,Accountancy,3.611,Y
TRUE,FALSE,FALSE,F,Black,Suburban North,18,0-15,Education,Pre-Early Childhood Education,4.257,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,24-27,Education,Pre-Secondary Ed Visual Art,2.923,N
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Computer Science,Digital Cinema,3.529,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago Far North,18,28-32,Science and Health,Biological Sciences,4.119,Y
FALSE,FALSE,FALSE,F,Black,Suburban Southwest,18,16-19,Commerce,UGRD Undeclared Business,2.556,Y
TRUE,FALSE,FALSE,F,Black,Chicago Far South,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.372,Y
FALSE,FALSE,FALSE,F,Black,Suburban West,19,16-19,Science and Health,UGRD Undeclared CSH,3.22,Y
FALSE,FALSE,FALSE,F,Hispanic,Other Illinois,18,20-23,Communication,Public Relations/Advertisin,3.1,Y
FALSE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Music,Music Education,4.221,Y
TRUE,TRUE,TRUE,F,Hispanic,Chicago Far South,19,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.928,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban North,18,20-23,Commerce,Accountancy,3.333,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,16-19,Science and Health,Biological Sciences,4.511,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far North,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.023,N
FALSE,FALSE,FALSE,F,White,Suburban North,18,24-27,Communication,Public Relations/Advertisin,,Y
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Suburban West,18,20-23,Communication,Journalism,2.8,N
FALSE,FALSE,FALSE,F,Multiracial,Suburban Northwest,18,24-27,Music,Music Performance,4.28,Y
TRUE,FALSE,FALSE,F,White,Suburban North,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.27,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban West,17,28-32,Music,Jazz Studies,3.891,Y
FALSE,FALSE,FALSE,F,Black,Suburban Southwest,18,20-23,Liberal Arts & Social Sciences,Peace Justice Conflict St,,Y
TRUE,TRUE,TRUE,F,White,Other Illinois,18,28-32,Science and Health,Psychology,3.538,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,24-27,Liberal Arts & Social Sciences,Political Science,4,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,20-23,Computer Science,Info Assurnce Securty Engineer,3.225,Y
FALSE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Music,Music Performance,3.474,Y
FALSE,FALSE,FALSE,F,Black,Suburban South,18,0-15,Science and Health,Health Sciences,1.862,Y
TRUE,FALSE,FALSE,F,White,Suburban North,19,28-32,Music,Sound Recording Techn,4.07,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,16-19,Science and Health,UGRD Undeclared CSH,,Y
FALSE,FALSE,FALSE,F,Asian/Pacific Islander,Other Illinois,18,16-19,Communication,UGRD Undeclared Communication,3.026,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,20-23,Commerce,UGRD Undeclared Business,3.809,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,20,20-23,Science and Health,Biological Sciences,3.352,Y
TRUE,FALSE,FALSE,F,Black,Chicago Far South,19,20-23,Education,Pre-Physical Education,4.5,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,24-27,Liberal Arts & Social Sciences,Political Science,3.65,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,Unknown,Music,Jazz Studies,3.402,Y
TRUE,FALSE,FALSE,F,Black,Suburban South,18,Unknown,Commerce,Business Administration,3.013,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Computer Science,Computer Game Development,4.151,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,Unknown,Science and Health,Mathematics,4.06,N
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.21,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Music,Music Performance,3.48,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,Unknown,Computer Science,UGRD Undeclared CDM,4,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Communication,UGRD Undeclared Communication,3.785,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Sound Design,3.896,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Computer Science,Animation,3.51,Y
TRUE,FALSE,FALSE,F,International,Suburban West,18,20-23,Science and Health,Chemistry,3.388,N
FALSE,FALSE,FALSE,F,Hispanic,Chicago Far North,18,24-27,Liberal Arts & Social Sciences,English,3.366,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban North,18,16-19,Commerce,Accountancy,2.48,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Commerce,Business Administration,3.309,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,0-15,Science and Health,UGRD Undeclared CSH,3.425,N
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,,N
FALSE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban Southwest,19,20-23,Commerce,UGRD Undeclared Business,3.014,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Out of State,18,Unknown,Science and Health,Mathematics,3.6,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Music,Music Education,3.74,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,19,Unknown,Commerce,Business Administration,4.02,Y
TRUE,TRUE,TRUE,F,White,Out of State,17,Unknown,Liberal Arts & Social Sciences,International Studies,3.66,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Acting,4.176,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Science and Health,UGRD Undeclared CSH,3.489,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Music,Music Performance,4.843,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Music,Music Performance,3.705,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.447,Y
TRUE,FALSE,FALSE,F,Hispanic,Northwest Indiana,18,Unknown,Science and Health,UGRD Undeclared CSH,3.398,N
FALSE,FALSE,FALSE,F,Hispanic,Out of State,19,Unknown,Theatre,Acting,4.145,Y
FALSE,FALSE,FALSE,F,White,Out of State,17,Unknown,Theatre,Scene Design,4.049,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago North,18,20-23,Science and Health,Biological Sciences,4.317,Y
TRUE,FALSE,FALSE,F,International,Chicago South,18,20-23,Science and Health,Biological Sciences,4.872,N
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Commerce,Business Administration,3.67,Y
TRUE,FALSE,FALSE,F,White,Suburban North,18,20-23,Liberal Arts & Social Sciences,Major in Writing Rhetoric Disc,2.4,Y
FALSE,FALSE,FALSE,F,White,Suburban Northwest,19,20-23,Science and Health,UGRD Undeclared CSH,,Y
TRUE,TRUE,TRUE,F,White,Suburban North,18,20-23,Commerce,UGRD Undeclared Business,3.587,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Science and Health,Health Sciences,4.518,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,24-27,Science and Health,Biological Sciences,3.261,N
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Science and Health,Biological Sciences,3.476,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban Northwest,18,24-27,Liberal Arts & Social Sciences,Art & Art History,3.766,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago Far South,18,20-23,Liberal Arts & Social Sciences,Philosophy,2.534,Y
TRUE,FALSE,FALSE,F,White,Other Illinois,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.452,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,24-27,Science and Health,Environmental Science,3.904,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago South,18,20-23,Commerce,UGRD Undeclared Business,4.488,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.264,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,19,16-19,Science and Health,Health Sciences,3.072,Y
TRUE,TRUE,TRUE,F,White,Suburban North,18,28-32,Commerce,Accountancy,3.822,Y
FALSE,FALSE,FALSE,F,White,Suburban West,19,20-23,Computer Science,UGRD Undeclared CDM,2.77,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Commerce,Business Administration,3.235,Y
FALSE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago North,18,20-23,Science and Health,UGRD Undeclared CSH,3.204,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,Economics,2.87,Y
TRUE,FALSE,FALSE,F,Not Applicable,Out of State,19,Unknown,Commerce,Marketing,3.903,Y
TRUE,FALSE,FALSE,F,Black,Out of State,18,24-27,Liberal Arts & Social Sciences,International Studies,3.67,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Acting,3.16,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Commerce,UGRD Undeclared Business,3.45,Y
TRUE,FALSE,FALSE,F,Not Applicable,Out of State,17,Unknown,Computer Science,Network Technologies,4.2,Y
TRUE,FALSE,FALSE,F,Not Applicable,Out of State,18,Unknown,Science and Health,Biological Sciences,0,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,Unknown,Science and Health,Psychology,2.905,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,English,3.05,N
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Theatre,Acting,3.857,Y
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,Unknown,Theatre,Acting,4.122,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Stage Management,3.833,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Science and Health,Psychology,3.586,N
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,Unknown,Commerce,Business Administration,3.372,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Computer Science,Computer Science,3.255,N
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.1,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Computer Science,Digital Cinema,3.818,Y
TRUE,TRUE,FALSE,F,White,Northwest Indiana,19,24-27,Commerce,Marketing,3.456,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Computer Science,Computer Science,3.039,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,Unknown,Liberal Arts & Social Sciences,English,3.9,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Stage Management,3.49,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far South,18,16-19,Liberal Arts & Social Sciences,Political Science,4.232,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago South,18,16-19,Science and Health,Health Sciences,3.024,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,18,20-23,Liberal Arts & Social Sciences,Sociology,3.425,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Science and Health,Biological Sciences,3.051,N
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Commerce,Finance,3.88,Y
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,24-27,Commerce,Business Administration,,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,French,0,Y
TRUE,FALSE,FALSE,F,White,Suburban North,18,24-27,Science and Health,Psychology,3.475,N
TRUE,TRUE,TRUE,F,Hispanic,Chicago Central,18,24-27,Communication,UGRD Undeclared Communication,3.94,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Commerce,Economics,3.918,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Mathematics,3.741,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Theatre,Acting,,Y
FALSE,FALSE,FALSE,F,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.755,N
FALSE,FALSE,FALSE,F,Hispanic,Suburban West,18,20-23,Liberal Arts & Social Sciences,Political Science,2.658,Y
FALSE,FALSE,FALSE,F,Black,Chicago Far South,18,16-19,Science and Health,Biological Sciences,2.84,Y
TRUE,FALSE,FALSE,F,Black,Chicago Central,18,20-23,Science and Health,UGRD Undeclared CSH,3.882,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban West,18,20-23,Science and Health,Psychology,2.564,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,24-27,Science and Health,Health Sciences,3.189,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban North,18,20-23,Commerce,Marketing,2.87,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,16-19,Commerce,UGRD Undeclared Business,3.263,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,18,24-27,Science and Health,UGRD Undeclared CSH,3.539,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far South,18,20-23,Commerce,Business Administration,4.642,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Central,18,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.175,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,19,0-15,Commerce,E-Business,,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far North,18,28-32,Computer Science,Computer Science,4.777,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago South,18,16-19,Science and Health,Biological Sciences,2.52,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.489,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,19,16-19,Science and Health,UGRD Undeclared CSH,,N
FALSE,FALSE,FALSE,F,Hispanic,Chicago Far North,18,20-23,Science and Health,Health Sciences,2.904,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban West,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.559,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Communication,Communication and Media,2.598,Y
TRUE,FALSE,FALSE,F,Black,Chicago South,18,20-23,Science and Health,Biological Sciences,3.279,Y
TRUE,FALSE,FALSE,F,White,Other Illinois,18,24-27,Science and Health,UGRD Undeclared CSH,4.44,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Liberal Arts & Social Sciences,Political Science,2.737,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,19,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.91,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.261,Y
TRUE,TRUE,TRUE,F,White,Suburban Southwest,18,20-23,Education,Elementary Education,2.83,Y
FALSE,FALSE,FALSE,F,White,Suburban Northwest,18,16-19,Science and Health,Biological Sciences,2.802,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban Northwest,19,16-19,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.393,Y
TRUE,TRUE,TRUE,F,Hispanic,Chicago Central,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.125,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,16-19,Science and Health,Psychology,,Y
FALSE,FALSE,FALSE,F,White,Suburban West,18,20-23,Liberal Arts & Social Sciences,Sociology,2.891,Y
TRUE,TRUE,TRUE,F,Multiracial,Suburban South,18,24-27,Liberal Arts & Social Sciences,History,2.89,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,16-19,Education,Pre-Secondary Education Histor,2.51,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,24-27,Commerce,Marketing,4.321,Y
FALSE,FALSE,FALSE,F,Black,Suburban West,18,16-19,Commerce,Finance,2.083,N
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Computer Science,Comp Graphics & Motion Tech,3.84,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Health Sciences,3.396,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Computer Science,Animation,3.81,N
TRUE,TRUE,TRUE,F,Hispanic,Out of State,18,24-27,Science and Health,Psychology,3.76,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,Unknown,Music,Jazz Studies,3.07,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Theatre,Theatre Arts,3.8,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,24-27,Theatre,Lighting Design,3.52,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Theatre,Theatre Arts,3.47,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Music,Music Performance,3.975,N
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Commerce,Management,3.65,N
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Computer Science,Digital Cinema,4.27,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Health Sciences,3.597,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,33-36,Music,Music Performance,4.965,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,16-19,Theatre,Stage Management,3.42,Y
FALSE,FALSE,FALSE,F,Multiracial,Out of State,18,24-27,Liberal Arts & Social Sciences,English,1.73,N
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,Unknown,Liberal Arts & Social Sciences,French,3.416,Y
TRUE,FALSE,FALSE,F,White,Out of State,17,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.977,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Stage Management,3.16,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Commerce,Marketing,3.36,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,Unknown,Music,Music Education,3.892,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Computer Science,Computer Game Development,2.885,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Science and Health,Biological Sciences,3.82,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Science and Health,UGRD Undeclared CSH,3.75,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Out of State,18,33-36,Science and Health,Health Sciences,4.98,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban West,18,20-23,Music,Music Performance,3.457,Y
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Suburban Northwest,18,20-23,Liberal Arts & Social Sciences,Political Science,3.438,N
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,Anthropology,4.17,N
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Science and Health,Biological Sciences,3.756,N
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Music,Jazz Studies,3.46,Y
TRUE,TRUE,TRUE,F,Multiracial,Out of State,17,Unknown,Computer Science,Computer Game Development,4.029,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,28-32,Computer Science,UGRD Undeclared CDM,3.944,Y
TRUE,FALSE,FALSE,F,Black,Out of State,19,20-23,Commerce,Management,3.375,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.97,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,24-27,Liberal Arts & Social Sciences,Japanese Studies,2.488,N
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,Sociology,3.73,N
TRUE,FALSE,FALSE,F,Black,Suburban South,18,24-27,Science and Health,Health Sciences,3.533,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago South,18,16-19,Education,Pre-Early Childhood Education,3,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban South,18,20-23,Science and Health,UGRD Undeclared CSH,3.111,Y
TRUE,TRUE,TRUE,F,Hispanic,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.3,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.66,Y
FALSE,FALSE,FALSE,F,White,Chicago Far South,18,Unknown,Theatre,Acting,4.769,Y
TRUE,FALSE,FALSE,F,White,Northwest Indiana,19,Unknown,Commerce,UGRD Undeclared Business,3.93,N
FALSE,FALSE,FALSE,F,Not Applicable,Chicago South,18,Unknown,Computer Science,Computer Game Development,,N
TRUE,FALSE,FALSE,F,Multiracial,Out of State,18,24-27,Commerce,Marketing,3.771,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,Unknown,Computer Science,Animation,4.335,Y
TRUE,FALSE,FALSE,F,White,Northwest Indiana,18,Unknown,Commerce,Management,3.41,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Acting,3.678,N
TRUE,FALSE,FALSE,F,Multiracial,Out of State,18,Unknown,Computer Science,Animation,3.858,Y
TRUE,FALSE,FALSE,F,International,International,19,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3,N
TRUE,TRUE,TRUE,F,Hispanic,Chicago North,18,Unknown,Commerce,Marketing,3.879,Y
TRUE,TRUE,TRUE,F,Multiracial,Chicago North,17,24-27,Liberal Arts & Social Sciences,Sociology,3.76,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,24-27,Computer Science,UGRD Undeclared CDM,3.714,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban South,18,16-19,Science and Health,Biological Sciences,2.727,Y
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,2.6,Y
TRUE,FALSE,FALSE,F,International,International,18,Unknown,Liberal Arts & Social Sciences,International Studies,3,N
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,Unknown,Theatre,Playwriting,3.814,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Commerce,Marketing,3.425,N
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.72,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Computer Science,UGRD Undeclared CDM,2.885,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Acting,3.792,N
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Suburban West,18,28-32,Commerce,E-Business,3.795,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,Unknown,Theatre,Stage Management,4.257,Y
TRUE,TRUE,TRUE,F,Hispanic,Out of State,18,Unknown,Theatre,Costume Technology,4.355,Y
FALSE,FALSE,FALSE,F,White,Chicago North,18,28-32,Science and Health,Biological Sciences,,Y
FALSE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Science and Health,Health Sciences,,N
TRUE,TRUE,TRUE,F,White,Suburban West,19,24-27,Communication,UGRD Undeclared Communication,3.435,N
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Science and Health,Psychology,2.888,Y
